Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),Temp. (K),Int. quantum efficiency (%),Formula
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,202.3,64,6.6,57.4,446.1362718,127.992,16.25,111.742,1389,540,17.5,522.5,35.952,27.52,0,27.52,64.8,48,0.2,47.8,152.0013642,108.944432,0.593905,108.350527,396,298,40.27,Na3Bi0.6P2O8Eu0.3Dy0.1
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,203.9,64,6.2,57.8,450.6239118,146.28628,15.036,131.25028,1387.5,540,18.5,521.5,36.137,27.52,0,27.52,65.1,48,0.2,47.8,152.1333433,108.944432,0.564371,108.380061,396,298,40.32,Na3Bi0.7P2O8Eu0.2Sm0.1
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,206.3,66.4,6.3,60.1,457.5395518,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.332,27.52,0,27.52,65.4,48,0.2,47.8,152.3243904,108.944432,0.5670385,108.3773935,392,298,40.45,Na3Bi0.8P2O8Eu0.1Dy0.1
20,12,0.15,11.85,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,337,153.55,9.45,144.1,763.2869338,386.61374,22.7946,363.81914,1883.75,720,27.75,692.25,54.155,41.28,0,41.28,99.55,72,0.3,71.7,224.6226985,163.416648,0.85055775,162.5660903,396,298,40.58,Na3Bi1.85P3O12Eu0.15
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,201.9,64,6.2,57.8,444.9222718,127.992,15.036,112.956,1390,540,18.5,521.5,35.947,27.52,0,27.52,64.8,48,0.2,47.8,151.9718302,108.944432,0.564371,108.380061,396,298,40.58,Na3Bi0.6P2O8Eu0.3Sm0.1
19,12,0.2,11.8,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,253,96,12.6,83.4,551.4557138,191.988,30.3928,161.5952,1725,720,37,683,52.16,41.28,0,41.28,94.4,72,0.4,71.6,217.2564259,163.416648,1.134077,162.282571,396,298,40.67,Na3Bi0.8P3O12Eu0.2
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,205.48,64.74,6.3,58.44,455.1531438,163.004712,15.1964,147.808312,1385.5,540,18.5,521.5,36.3124,27.52,0,27.52,65.34,48,0.2,47.8,152.2620203,108.944432,0.5670385,108.3773935,403,298,40.68,Na3Bi0.78P2O8Eu0.1Sm0.12
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,205.5,64.74,6.2,58.54,455.1852238,163.004712,15.036,147.968712,1385.5,540,18.5,521.5,36.289,27.52,0,27.52,65.34,48,0.2,47.8,152.2625538,108.944432,0.564371,108.380061,396,298,40.89,Na3Bi0.78P2O8Eu0.12Sm0.1
27.2,20,0.3,19.7,180,64,3,61,428.103,157.25,6.94,150.31,715,185,60,125,7.78,3.44,0,3.44,17,6,1,5,37.92237976,13.618054,5.391714761,8.226339239,448.9,210,3,207,990.6126,479.75,6.94,472.81,2290.5,1200,54,1146,80.94,68.8,0,68.8,153.4,120,0.6,119.4,320.1632301,272.36108,1.8449388,270.5161412,395,298,41,LiGd0.3Mo5O20Eu0.9
20,12,0.005,11.995,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,252.255,96,0.315,95.685,529.181052,191.988,0.75982,191.22818,1850.175,720,0.925,719.075,53.35345,41.28,0,41.28,96,72,0.01,71.99,219.4086616,163.416648,0.028351925,163.3882961,370,298,41,Y2Mg1.995Al2Si2O12Eu0.005
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,202.9,64,6.2,57.8,447.7730918,135.83726,15.036,120.80126,1388.75,540,18.5,521.5,36.042,27.52,0,27.52,64.95,48,0.2,47.8,152.0525868,108.944432,0.564371,108.380061,396,298,41.25,Na3Bi0.65P2O8Eu0.25Sm0.1
19.08,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,245.14,96,1.89,94.11,514.0445895,191.988,4.55892,187.42908,1774.3,720,5.55,714.45,52.34,41.28,0,41.28,96.16,72,0.06,71.94,218.4985183,163.416648,0.17011155,163.2465365,300,298,41.3,KSrSc2P3O12Eu0.03Tb0.05
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,205.3,64,6.6,57.4,454.6887318,156.7353,16.25,140.4853,1385.25,540,17.5,522.5,36.237,27.52,0,27.52,65.25,48,0.2,47.8,152.2436339,108.944432,0.593905,108.350527,396,298,41.35,Na3Bi0.75P2O8Eu0.15Dy0.1
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,203.3,64,6.6,57.4,448.9870918,135.83726,16.25,119.58726,1387.75,540,17.5,522.5,36.047,27.52,0,27.52,64.95,48,0.2,47.8,152.0821208,108.944432,0.593905,108.350527,396,298,41.38,Na3Bi0.65P2O8Eu0.25Dy0.1
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,202.2,64,6.5,57.5,445.7788068,127.992,15.892535,112.099465,1389,540,17.5,522.5,35.83,27.52,0,27.52,64.8,48,0.2,47.8,151.9938392,108.944432,0.58638,108.358052,396,298,41.54,Na3Bi0.6P2O8Eu0.3Tb0.1
19,12,0.3,11.7,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,251,96,18.9,77.1,545.7540738,191.988,45.5892,146.3988,1727.5,720,55.5,664.5,51.97,41.28,0,41.28,94.1,72,0.6,71.4,217.0949128,163.416648,1.7011155,161.7155325,396,298,41.57,Na3Bi0.7P3O12Eu0.3
14,8,0.04,7.96,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,207.5,71.38,2.52,68.86,460.9605358,179.723144,6.07856,173.644584,1382.5,540,7.4,532.6,36.446,27.52,0,27.52,65.58,48,0.08,47.92,152.4212983,108.944432,0.2268154,108.7176166,396,298,41.68,Na3Bi0.86P2O8Eu0.04Dy0.1
20,12,0.3,11.7,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,334,141.1,18.9,122.2,754.7344738,355.26668,45.5892,309.67748,1887.5,720,55.5,664.5,53.87,41.28,0,41.28,99.1,72,0.6,71.4,224.3804288,163.416648,1.7011155,161.7155325,396,298,41.76,Na3Bi1.7P3O12Eu0.3
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,205.9,66.4,6.2,60.2,456.3255518,167.18432,15.036,152.14832,1385,540,18.5,521.5,36.327,27.52,0,27.52,65.4,48,0.2,47.8,152.2948564,108.944432,0.564371,108.380061,396,298,41.78,Na3Bi0.8P2O8Eu0.1Sm0.1
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,205.2,64,6.5,57.5,454.3312668,156.7353,15.892535,140.842765,1385.25,540,17.5,522.5,36.115,27.52,0,27.52,65.25,48,0.2,47.8,152.2361089,108.944432,0.58638,108.358052,396,298,41.99,Na3Bi0.75P2O8Eu0.15Tb0.1
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,203.2,64,6.5,57.5,448.6296268,135.83726,15.892535,119.944725,1387.75,540,17.5,522.5,35.925,27.52,0,27.52,64.95,48,0.2,47.8,152.0745958,108.944432,0.58638,108.358052,396,298,41.99,Na3Bi0.65P2O8Eu0.25Tb0.1
29,17,0.6,16.4,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,592.4,281.6,25,256.6,1383.7654,691.9,54.05,637.85,2778,1020,111,909,75.74,58.48,0,58.48,131,102,1.2,100.8,313.8816744,231.506918,3.402231,228.104687,396,298,42,Ba2Gd4.4B5O17Eu0.6
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,569.12,224,2,222,1171.270578,447.972,4.39504352,443.5769565,4182,1680,7.4,1672.6,121.774,96.32,0,96.32,223.4,168,0.08,167.92,515.357269,381.305512,0.2268154,381.0786966,320,298,42,Ca8.88CeP7O28Eu0.04Mn0.08
14,8,0.02,7.98,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,207.9,73.04,1.26,71.78,462.1008638,183.902752,3.03928,180.863472,1382,540,3.7,536.3,36.484,27.52,0,27.52,65.64,48,0.04,47.96,152.4536009,108.944432,0.1134077,108.8310243,396,298,42.58,Na3Bi0.88P2O8Eu0.02Dy0.1
45.56,28,0.06,27.94,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,692.78,342,3.78,338.22,1498.943674,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.165,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.3402231,380.9652889,460,298,42.6,Sr9Mg1.5P7O28Eu0.06
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,204.9,64,6.2,57.8,453.4747318,156.7353,15.036,141.6993,1386.25,540,18.5,521.5,36.232,27.52,0,27.52,65.25,48,0.2,47.8,152.2140999,108.944432,0.564371,108.380061,396,298,42.65,Na3Bi0.75P2O8Eu0.15Sm0.1
10,6,0.03,5.97,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,110.72,48,0.75,47.25,226.8578529,95.994,1.64814132,94.34585868,919.65,360,4.2,355.8,26.6892,20.64,0,20.64,48.17,36,0.1,35.9,109.764998,81.708324,0.22302054,81.48530346,365,298,42.7,Na0.95Sc0.97Si2O6Eu0.05Mn0.03
19.19,12,0.04,11.96,247,65,8,57,579.24332,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,270.27,96,2.52,93.48,581.1637645,191.988,6.07856,185.90944,1808.65,720,7.4,712.6,52.28,41.28,0,41.28,96.38,72,0.08,71.92,218.6583989,163.416648,0.2268154,163.1898326,300,298,42.9,KBaSc2P3O12Eu0.04Tb0.15
16.5,10.5,0.1,10.4,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.6,165.3,6.3,159,886.533973,402.825863,15.1964,387.629463,1684,630,18.5,611.5,44.09,36.12,0,36.12,83.9,63,0.2,62.8,180.0496425,142.989567,0.5670385,142.4225285,392,298,42.9,La2.9YSnNbO10.5Eu0.1
6,3,0.01,2.99,203,63,16,47,474.351,151.964,32.06,119.904,835,215,100,115,6.07,2.58,0,2.58,24,12,2,10,36.3311252,10.36001,5.211664,5.148346,182.87,89.04,0.63,88.41,416.47757,218.34993,1.51964,216.83029,858.7,341.85,1.85,340,11.1851,7.74,0,7.74,34,18,0.02,17.98,51.09542549,31.08003,0.05670385,31.02332615,440,298,43,Ba1.59Sr0.4ZnS3Eu0.01
19.25,12,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,537.75,384,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080,46.25,1033.75,50.64,41.28,0,41.28,90.5,72,0.5,71.5,208.8254503,163.416648,1.41759625,161.9990518,320,298,43,Gd6MoO12Eu0.25
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.04,71.68,0.5,71.18,299.2506409,175.77856,1.09876088,174.6797991,754.1,275.2,2.8,272.4,17.5102,13.76,0,13.76,32.1,24,0.04,23.96,73.71386252,54.472216,0.1134077,54.3588083,390,298,43,Ba1.28Ca0.68SiO4Eu0.02Mn0.02
16.5,10.5,0.3,10.2,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,386.8,153.9,18.9,135,889.145679,375.044769,45.5892,329.455569,1682,630,55.5,574.5,43.87,36.12,0,36.12,83.7,63,0.6,62.4,180.0683395,142.989567,1.7011155,141.2884515,392,298,43.19,La2.7YSnNbO10.5Eu0.3
19.15,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,249.69,96,1.89,94.11,525.169364,191.988,4.55892,187.42908,1786.55,720,5.55,714.45,52.34,41.28,0,41.28,96.3,72,0.06,71.94,218.9089843,163.416648,0.17011155,163.2465365,300,298,43.2,KSrSc2P3O12Eu0.03Tb0.12
20,12,0.25,11.75,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,335,145.25,15.75,129.5,757.5852938,365.7157,37.991,327.7247,1886.25,720,46.25,673.75,53.965,41.28,0,41.28,99.25,72,0.5,71.5,224.4611854,163.416648,1.41759625,161.9990518,396,298,43.23,Na3Bi1.75P3O12Eu0.25
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,205.9,64.74,6.6,58.14,456.3992238,163.004712,16.25,146.754712,1384.5,540,17.5,522.5,36.294,27.52,0,27.52,65.34,48,0.2,47.8,152.2920878,108.944432,0.593905,108.350527,396,298,43.24,Na3Bi0.78P2O8Eu0.12Dy0.1
14,8,0.06,7.94,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,207.1,69.72,3.78,65.94,459.8202078,175.543536,9.11784,166.425696,1383,540,11.1,528.9,36.408,27.52,0,27.52,65.52,48,0.12,47.88,152.3889956,108.944432,0.3402231,108.6042089,396,298,43.74,Na3Bi0.84P2O8Eu0.06Dy0.1
19.02,6,0.02,5.98,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.26,280,1.26,278.74,1054.53828,686.635,3.03928,683.59572,2258.7,1075,3.7,1071.3,47.85,20.64,0,20.64,96.04,42,0.04,41.96,201.9891977,81.708324,0.1134077,81.5949163,400,298,44,Ba5Si2O6Cl6Eu0.02
14,8,0.007,7.993,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.944,114,0.441,113.559,667.5407804,262.86,1.063748,261.796252,1525.07,600,1.295,598.705,34.623,27.52,0,27.52,66,48,0.014,47.986,144.9489902,108.944432,0.039692695,108.9047393,319,298,44,Sr3Lu0.993V2O8Eu0.007
18,12,0.5,11.5,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.5,126,19,107,810.8703,287.85,39.0983,248.7517,1772.5,720,90,630,50.07,41.28,0,41.28,95,72,1,71,200.156356,163.416648,2.8351925,160.5814555,395,298,44.03,KBaGd0.5Mo3O12Eu0.5
14,8,0.08,7.92,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,206.7,68.06,5.04,63.02,458.6798798,171.363928,12.15712,159.206808,1383.5,540,14.8,525.2,36.37,27.52,0,27.52,65.46,48,0.16,47.84,152.356693,108.944432,0.4536308,108.4908012,396,298,44.25,Na3Bi0.82P2O8Eu0.08Dy0.1
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,206.3,66.4,6.3,60.1,457.5395518,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.332,27.52,0,27.52,65.4,48,0.2,47.8,152.3243904,108.944432,0.5670385,108.3773935,396,298,44.36,Na3Bi0.8P2O8Eu0.1Dy0.1
19.05,12,0.02,11.98,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,243.19,96,1.3,94.7,509.276829,191.988,3.178507,188.809493,1769.05,720,3.5,716.5,52.34,41.28,0,41.28,96.1,72,0.04,71.96,218.3226043,163.416648,0.117276,163.299372,300,298,44.4,KSrSc2P3O12Eu0.03Tb0.02
19.1,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,246.44,96,1.89,94.11,517.2230965,191.988,4.55892,187.42908,1777.8,720,5.55,714.45,52.34,41.28,0,41.28,96.2,72,0.06,71.94,218.6157943,163.416648,0.17011155,163.2465365,300,298,44.8,KSrSc2P3O12Eu0.03Tb0.07
21.03,12,0.01,11.99,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,259.91,100,0.65,99.35,525.3778195,200.39,1.5892535,198.8007465,2025.45,900,1.75,898.25,56.01,41.28,0,41.28,104.06,72,0.02,71.98,238.5821577,163.416648,0.058638,163.35801,400,298,44.8,Ca5P3O12ClEu0.02Tb0.01
62,36,0.2,35.8,219,73,8,65,513.4841806,180.94788,15.999,164.94888,1050,200,60,140,9.94,3.44,0,3.44,22,6,1,5,53.2977156,13.618054,5.1390767,8.4789773,787.6,288,2.2,285.8,1690.673372,575.964,4.597953856,571.3660461,6083,2340,36,2304,160.346,123.84,0,123.84,287.8,216,0.2,215.8,677.810935,490.249944,1.02781534,489.2221287,394,298,44.94,Na13Sr1.6Ta2P9O36Na0.2Eu0.2
32,19,0.01,18.99,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.07,156,0.63,155.37,765.232832,323.778462,1.51964,322.258822,2854.7,1500,1.85,1498.15,85.5611,65.36,0,65.36,152,114,0.02,113.98,335.788498,258.743026,0.05670385,258.6863221,350,298,45,Ba0.99Al12O19Eu0.01
45,28,0.04,27.96,164,63,8,55,379.130762,151.964,15.999,135.965,710,185,60,125,7.75,3.44,0,3.44,17,6,2,4,41.4268802,13.618054,5.5386,8.079454,568.72,224,2.52,221.48,1170.081774,447.972,6.07856,441.89344,4185.2,1680,7.4,1672.6,121.73,96.32,0,96.32,223,168,0.08,167.92,515.2516,381.305512,0.2268154,381.0786966,320,298,45,Ca8.96CeP7O28Eu0.04
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,568.92,224,1,223,1170.676176,447.972,2.19752176,445.7744782,4183.6,1680,5.6,1674.4,121.752,96.32,0,96.32,223.2,168,0.08,167.92,515.3044345,381.305512,0.2268154,381.0786966,320,298,45,Ca8.92CeP7O28Eu0.04Mn0.04
20,12,0.04,11.96,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,254.04,96,2.52,93.48,533.649117,191.988,6.07856,185.90944,1851.4,720,7.4,712.6,53.3076,41.28,0,41.28,96,72,0.08,71.92,219.3395068,163.416648,0.2268154,163.1898326,370,298,45,Y2Mg1.96Al2Si2O12Eu0.04
10.25,6,0.25,5.75,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,229.75,114,15.75,98.25,524.445,262.86,37.991,224.869,1146.25,600,46.25,553.75,25.59,20.64,0,20.64,48.5,36,0.5,35.5,109.2201819,81.708324,1.41759625,80.29072775,394,298,45.26,Sr3TeO6Eu0.25
18.79,11,0.07,10.93,212,74,8,66,512.1197693,183.84,15.999,167.841,775,215,60,155,6.96,3.44,0,3.44,17,6,1,5,37.5032097,13.618054,5.1390767,8.4789773,470.73,208.32,4.41,203.91,1111.142459,510.85644,10.63748,500.21896,2102.75,799.8,12.95,786.85,46.4108,37.84,0,37.84,87.58,66,0.14,65.86,195.5891244,149.798594,0.39692695,149.4016671,465,298,45.3,Ba3.72Na2W2O11Eu0.07
22.8,15,0.4,14.6,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,428,136.8,9,127.8,963.9819004,333.373128,18.99840316,314.3747248,2107,900,50,850,65.63,51.6,0,51.6,124,90,0.8,89.2,263.7627107,204.27081,2.268154,202.002656,395,298,45.5,NaLa2.4Mo3O15FEu0.4
14,8,0.1,7.9,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,208,74.7,6.3,68.4,462.1875918,188.08236,15.1964,172.88596,1382.5,540,18.5,521.5,36.4,27.52,0,27.52,65.7,48,0.2,47.8,152.459037,108.944432,0.5670385,108.3773935,396,298,45.64,Na3Bi0.9P2O8Eu0.1
14,8,0.009,7.991,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.928,114,0.567,113.433,667.4947748,262.86,1.367676,261.492324,1525.09,600,1.665,598.335,34.621,27.52,0,27.52,66,48,0.018,47.982,144.9494792,108.944432,0.051033465,108.8933985,319,298,46,Sr3Lu0.991V2O8Eu0.009
20,12,0.01,11.99,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,252.51,96,0.63,95.37,529.819347,191.988,1.51964,190.46836,1850.35,720,1.85,718.15,53.3469,41.28,0,41.28,96,72,0.02,71.98,219.3987823,163.416648,0.05670385,163.3599442,370,298,46,Y2Mg1.99Al2Si2O12Eu0.01
7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.9161052,13.618054,5.5386,8.079454,171.1,58,9,49,391.9832,140.116,19.614,120.502,801,280,40.5,239.5,16.705,13.76,0,13.76,33,24,0.6,23.4,72.50300528,54.472216,1.7011155,52.7711005,400,298,46.1,Sr1.4Zn0.3CeO4Eu0.3
16.5,10.5,0.15,10.35,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.9,162.45,9.45,153,887.1868995,395.8805895,22.7946,373.0859895,1683.5,630,27.75,602.25,44.035,36.12,0,36.12,83.85,63,0.3,62.7,180.0543168,142.989567,0.85055775,142.1390093,392,298,46.51,La2.85YSnNbO10.5Eu0.15
7,4,0.05,3.95,171,63,8,55,397.222214,151.964,15.999,135.965,740,260,60,200,8.07,3.44,0,3.44,26,12,1,11,43.06322955,13.618054,3.893905548,9.724148452,132.4,52.25,3.15,49.1,294.2081414,126.2601794,7.5982,118.6619794,731.25,247,9.25,237.75,18.3505,13.76,0,13.76,42.05,24,0.1,23.9,78.33583052,54.472216,0.28351925,54.18869675,395,300,47,Cs0.95ZnPO4Eu0.05
45,28,0.3,27.7,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,577.8,224,18.9,205.1,1193.615363,447.972,45.5892,402.3828,4147,1680,55.5,1624.5,122.07,96.32,0,96.32,233.7,168,0.6,167.4,518.6167001,381.305512,1.7011155,379.6043965,391,298,47,Ca8ZnLa0.7P7O28Eu0.3
